company,person,position,source,notes,project_id,trust_level
PT Hatfield Indonesia,(no info found),,https://hatfieldgroup.com/region/indonesia/,"See ""Hatfield Consultants (parent of PT Hatfield Indonesia)"" for parent leadership. Indonesia subsidiary leadership not publicly listed; try hatfieldgroup.com/region/indonesia/.",VCS5371,(none)
PT Holland For Water (Navaza),(no info found),,https://global.nazava.com,"See ""Nazava (parent of PT Holland For Water)"" for parent founders. Indonesia-specific leadership shown only by first name on global.nazava.com (e.g. ""Ayie - Country Manager"") — too ambiguous to record. Try LinkedIn.",GS4290,(none)
PT Indika Multi Properti (PT IMP),(no info found),,XXX,"No company website or canonical source in DATASET_companies.csv. Try Indonesian business registry (companieshouse.id), news searches, or LinkedIn.",VCS5873,(none)
PT Infrastruktur Terbarukan Adhiguna,(no info found),,https://climatetrade.s3.amazonaws.com/media/projects/documentation/validation/4f495327-5b8b-431a-a949-ef4a0301a49a_EgT7LR0.pdf,"Searched https://climatetrade.s3.amazonaws.com/media/projects/documentation/validation/4f495327-5b8b-431a-a949-ef4a0301a49a_EgT7LR0.pdf — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",GS7554,(none)
PT Infrastruktur Terbarukan Buana,(no info found),,https://climatetrade.s3.amazonaws.com/media/projects/documentation/validation/4f495327-5b8b-431a-a949-ef4a0301a49a_EgT7LR0.pdf,"Searched https://climatetrade.s3.amazonaws.com/media/projects/documentation/validation/4f495327-5b8b-431a-a949-ef4a0301a49a_EgT7LR0.pdf — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",GS7555,(none)
PT Infrastruktur Terbarukan Cemerlang,(no info found),,https://climatetrade.s3.amazonaws.com/media/projects/documentation/validation/4f495327-5b8b-431a-a949-ef4a0301a49a_EgT7LR0.pdf,"Searched https://climatetrade.s3.amazonaws.com/media/projects/documentation/validation/4f495327-5b8b-431a-a949-ef4a0301a49a_EgT7LR0.pdf — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",GS7556,(none)
PT Infrastruktur Terbarukan Lestari,(no info found),,https://climatetrade.s3.amazonaws.com/media/projects/documentation/validation/4f495327-5b8b-431a-a949-ef4a0301a49a_EgT7LR0.pdf,"Searched https://climatetrade.s3.amazonaws.com/media/projects/documentation/validation/4f495327-5b8b-431a-a949-ef4a0301a49a_EgT7LR0.pdf — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",GS7557,(none)
PT Intan Sejati Andalan,(no info found),,https://www.facebook.com/pages/PT.%20Intan%20Sejati%20Andalan/611684005944759/#,"Only a Facebook page is available (https://www.facebook.com/pages/PT.%20Intan%20Sejati%20Andalan/611684005944759/#). Try checking that page's ""About"" section, the company's website, or LinkedIn.",VCS5292,(none)
PT Jati Dharma Indah Plywood Industries,(no info found),,https://sinarwijayagroup.com/our-companies/jati+dharma+indah+plywood+industries,"Searched https://sinarwijayagroup.com/our-companies/jati+dharma+indah+plywood+industries — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",VCS5722,(none)
PT Musim Mas,(no info found),,https://cdm.unfccc.int/UserManagement/FileStorage/XF8CZ04RIDNJPK2GWH169O7BQVYETL,"No company website in dataset — URL points to a registry document. Try the project's PDD (Project Design Document) at https://cdm.unfccc.int/UserManagement/FileStorage/XF8CZ04RIDNJPK2GWH169O7BQVYETL for company contact details, or search for the company on companieshouse.id.",GS942,(none)
PT Navigat Organic Energy Indonesia,(no info found),,https://maxpowergroup.com/contact-us/,"Searched https://maxpowergroup.com/contact-us/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",VCS967,(none)
PT Ramang Agro Lestari,(no info found),,XXX,"No company website or canonical source in DATASET_companies.csv. Try Indonesian business registry (companieshouse.id), news searches, or LinkedIn.",VCS5736,(none)
PT Rize Farm Indonesia,(no info found),,https://www.rize.farm/contact,"Searched https://www.rize.farm/contact — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",GS23412,(none)
PT Sarana Prima Multi Niaga,(no info found),,,"No company website or canonical source in DATASET_companies.csv. Try Indonesian business registry (companieshouse.id), news searches, or LinkedIn.",VCS4467,(none)
PT United Kingdom Indonesia Plantations,(no info found),,https://www.angloeastern.co.uk/,"Indonesian subsidiary of Anglo-Eastern Plantations (AEP). See ""Anglo-Eastern Plantations / AEP"" row for parent BOD. Local Indonesian officers not separately listed — try Indonesian companieshouse.id.",VCS4705,(none)
PT UPC Sidrap Bayu Energi,(no info found),,https://www.baritorenewables.co.id/en/press-release/barito-renewables-completes-acquisition-of-sidrap-wind-farm--valued-at-us-1022-million-with-funding-support-from-bni,"Searched https://www.baritorenewables.co.id/en/press-release/barito-renewables-completes-acquisition-of-sidrap-wind-farm--valued-at-us-1022-million-with-funding-support-from-bni — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",GS4813,(none)
PT VNV Hutan Indonesia (under incorporation),(no info found),,https://companieshouse.id/vnv-hutan-indonesia,"Indonesian business registry entry (https://companieshouse.id/vnv-hutan-indonesia) typically lists the founding directors at incorporation but not current leadership. Try news searches in Indonesian (Tempo, Kompas, Bisnis Indonesia) or LinkedIn.","GS23214, GS23215",(none)
PT Wanantara Alesha Sadhana (PT WAS),(no info found),,XXX,"No company website or canonical source in DATASET_companies.csv. Try Indonesian business registry (companieshouse.id), news searches, or LinkedIn.","VCS5834, VCS5873",(none)
PT Zeus Innavitas,(no info found),,XXX,"No company website or canonical source in DATASET_companies.csv. Try Indonesian business registry (companieshouse.id), news searches, or LinkedIn.",VCS967,(none)
PT. Anggrek Mekar Sari,(no info found),,,"No company website or canonical source in DATASET_companies.csv. Try Indonesian business registry (companieshouse.id), news searches, or LinkedIn.",GS423,(none)
PT. Berkat Cipta Abadi (PT. BCA),(no info found),,https://www.volza.com/company-profile/pt-berkat-cipta-abadi-514929/,"Searched https://www.volza.com/company-profile/pt-berkat-cipta-abadi-514929/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",VCS4792,(none)
PT. Biru Karbon Nusantara,(no info found),,https://birukarbon.id,"Searched https://birukarbon.id — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",GS5303,(none)
PT. GEMILANG CIPTA NUSANTARA,(no info found),,XXX,"No company website or canonical source in DATASET_companies.csv. Try Indonesian business registry (companieshouse.id), news searches, or LinkedIn.",VCS2403,(none)
PT. GLOBAL ALAM NUSANTARA,(no info found),,XXX,"No company website or canonical source in DATASET_companies.csv. Try Indonesian business registry (companieshouse.id), news searches, or LinkedIn.",VCS2403,(none)
PT. Gree Services Indonesia,(no info found),,https://gree-energy.com/contact/,"Searched https://gree-energy.com/contact/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",VCS5323,(none)
PT. Hydro Program International,(no info found),,https://cdm.unfccc.int/ProgrammeOfActivities/poa_db/6XP9WZ3HVMJTD0NAOLI8K42FG7QYCS/view,"No company website in dataset — URL points to a registry document. Try the project's PDD (Project Design Document) at https://cdm.unfccc.int/ProgrammeOfActivities/poa_db/6XP9WZ3HVMJTD0NAOLI8K42FG7QYCS/view for company contact details, or search for the company on companieshouse.id.",GS794,(none)
PT. Karbon Natura Indonesia,(no info found),,https://www.linkedin.com/company/karbon-natura-indonesia/?originalSubdomain=id,Only a LinkedIn URL is available (https://www.linkedin.com/company/karbon-natura-indonesia/?originalSubdomain=id). LinkedIn requires authenticated access to view executives. Try the company's own website or news searches.,"VCS3591, VCS5695",(none)
PT. Medco LPG Kaji (MLK),(no info found),,https://www.medcoenergi.com/,"Searched https://www.medcoenergi.com/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",VCS409,(none)
PT. Pelita Prima Nusantar,(no info found),,https://technik.id,"Searched https://technik.id — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",GS822,(none)
PT. Pertamina Geothermal Energy,(no info found),,https://www.pge.pertamina.com/id,"Same entity as ""PT Pertamina Geothermal Energy"" (added by this dataset). See that row for the full board.","GS2297, GS2298, GS2299, GS2418, GS2419",(none)
PT. SINAR MUTIARA NUSANTARA,(no info found),,XXX,"No company website or canonical source in DATASET_companies.csv. Try Indonesian business registry (companieshouse.id), news searches, or LinkedIn.",VCS2403,(none)
PT. Supreme Energy Muara Laboh,(no info found),,https://www.supreme-energy.com/en/assets/pt-supreme-energy-muara-laboh,"Searched https://www.supreme-energy.com/en/assets/pt-supreme-energy-muara-laboh — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",GS12112,(none)
PT. THE BEST ONE UNITIMBER,(no info found),,XXX,"No company website or canonical source in DATASET_companies.csv. Try Indonesian business registry (companieshouse.id), news searches, or LinkedIn.",VCS2403,(none)
PT. Tiara Asia Permai,(no info found),,https://companieshouse.id/tiara-asia-permai,"Indonesian business registry entry (https://companieshouse.id/tiara-asia-permai) typically lists the founding directors at incorporation but not current leadership. Try news searches in Indonesian (Tempo, Kompas, Bisnis Indonesia) or LinkedIn.",VCS2395,(none)
Riau ecosystem restoration,(no info found),,https://www.rekoforest.org/,"Searched https://www.rekoforest.org/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",VCS2403,(none)
Ribang Gayo Musara (RGM),(no info found),,https://www.reddprojectsdatabase.org/partner/2177-ribang-gayo-musara-rgm/,"No company website in dataset — URL points to a registry document. Try the project's PDD (Project Design Document) at https://www.reddprojectsdatabase.org/partner/2177-ribang-gayo-musara-rgm/ for company contact details, or search for the company on companieshouse.id.",VCS3012,(none)
Rize PTE LTD Singapore,(no info found),,https://www.rize.farm/contact,"Searched https://www.rize.farm/contact — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",GS23412,(none)
SERABBUT,(no info found),,https://www.reddprojectsdatabase.org/partner/2177-ribang-gayo-musara-rgm/,"No company website in dataset — URL points to a registry document. Try the project's PDD (Project Design Document) at https://www.reddprojectsdatabase.org/partner/2177-ribang-gayo-musara-rgm/ for company contact details, or search for the company on companieshouse.id.",VCS3012,(none)
Sinetics Accreditation International Taiwan Ltd.,(no info found),,https://www.sinetics.com.tw/,"Searched https://www.sinetics.com.tw/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",VCS4381,(none)
South Pole,(no info found),,https://www.southpole.com/about-us/south-pole-offices,"Same entity as ""South Pole Carbon Asset Management Ltd "" in this dataset — see that row for verified leadership.",VCS3226,(none)
South Pole Carbon Asset Management Ltd,(no info found),,https://www.southpole.com/about-us/south-pole-offices,"Searched https://www.southpole.com/about-us/south-pole-offices — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.","GS2297, GS2298, GS2299, GS2418, GS2419, GS794, GS822, VCS144, VCS486, VCS487, VCS488",(none)
Star Energy Geothermal (Wayang Windu) Limited,(no info found),,https://www.starenergygeothermal.co.id/,"Subsidiary of Star Energy Geothermal. See ""Star Energy Geothermal (parent of Salak/Wayang Windu subsidiaries)"" for verified Board of Directors. Wayang Windu-specific officers not separately published.",VCS688,(none)
Star Energy Geothermal Salak Ltd,(no info found),,https://www.starenergygeothermal.co.id/salak/,"Subsidiary of Star Energy Geothermal. See ""Star Energy Geothermal (parent of Salak/Wayang Windu subsidiaries)"" for verified Board of Directors. Salak-specific officers not separately published.",GS11719,(none)
Sungai Besar village,(no info found),,https://registry.verra.org/app/projectDetail/VCS/3231,"Local-level entity (village, cooperative, or community forest body). Leadership is typically village heads / cooperative chairs not published online; try local government records or REDD+ project documents.",VCS3226,(none)
Sungai Jawi village,(no info found),,https://registry.verra.org/app/projectDetail/VCS/3232,"Local-level entity (village, cooperative, or community forest body). Leadership is typically village heads / cooperative chairs not published online; try local government records or REDD+ project documents.",VCS3226,(none)
Tanjung Harapan village,(no info found),,https://registry.verra.org/app/projectDetail/VCS/3233,"Local-level entity (village, cooperative, or community forest body). Leadership is typically village heads / cooperative chairs not published online; try local government records or REDD+ project documents.",VCS3226,(none)
Tasik Malaya village,(no info found),,https://registry.verra.org/app/projectDetail/VCS/3234,"Local-level entity (village, cooperative, or community forest body). Leadership is typically village heads / cooperative chairs not published online; try local government records or REDD+ project documents.",VCS3226,(none)
Teluk Nibung village,(no info found),,https://registry.verra.org/app/projectDetail/VCS/3235,"Local-level entity (village, cooperative, or community forest body). Leadership is typically village heads / cooperative chairs not published online; try local government records or REDD+ project documents.",VCS3226,(none)
UNIQUE forestry and land use GmbH,(no info found),,https://www.unique-landuse.de/en/,"Searched https://www.unique-landuse.de/en/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",VCS1493,(none)
World Education,(no info found),,https://worlded.org/,"Searched https://worlded.org/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",VCS674,(none)
Yayasan Gajah Sumatera (YAGASU),(no info found),,https://yagasu.or.id/contact-us/,"Searched https://yagasu.or.id/contact-us/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.","GS23181, VCS5448, VCS5620",(none)
Yayasan Gajah Sumatera Aceh,(no info found),,https://www.reddprojectsdatabase.org/partner/2177-ribang-gayo-musara-rgm/,Aceh chapter of Yayasan Gajah Sumatera (YAGASU). Try yagasu.or.id directly for leadership.,VCS3012,(none)
Yayasan Lengis Hijau,(no info found),,https://assurance-platform.goldstandard.org/project-documents/GS1374,"No company website in dataset — URL points to a registry document. Try the project's PDD (Project Design Document) at https://assurance-platform.goldstandard.org/project-documents/GS1374 for company contact details, or search for the company on companieshouse.id.",GS1374,(none)
Yayasan Pemilahan Sampah Temesi,(no info found),,https://temesirecycling.com,"Searched https://temesirecycling.com — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",GS7561,(none)
Yayasan Rumah Energy (YRE),(no info found),,https://www.rumahenergi.org/en/about,"Same entity as ""Yayasan Rumah Energi (YRE)"" (correct Indonesian spelling). See that row for full board.",GS1174,(none)
"YL Forest Co.,Ltd.",(no info found),,https://ylforest.co.jp/en-top/en-information/,"Searched https://ylforest.co.jp/en-top/en-information/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",VCS2395,(none)
